x,y,dy
5276.0,-1.24054,-1.25157
5277.0,1.53432,1.52334
5278.0,2.42470,2.41377
5279.0,2.39596,2.38509
5280.0,-1.70113,-1.71196
5281.0,1.65266,1.64189
5282.0,1.66984,1.65912
5283.0,1.31481,1.30414
5284.0,0.10920,0.09858
5285.0,0.69447,0.68390
5286.0,-3.55445,-3.56497
5287.0,-1.82409,-1.83457
5288.0,0.69777,0.68735
5289.0,-3.47847,-3.48885
5290.0,-0.79410,-0.80442
5291.0,-1.74599,-1.75627
5292.0,-1.23031,-1.24054
5293.0,2.67842,2.66824
5294.0,-2.27175,-2.28188
5295.0,1.02116,1.01107
5296.0,0.83438,0.82433
5297.0,-1.69833,-1.70833
5298.0,0.31288,0.30293
5299.0,1.91765,1.90774
5300.0,1.70189,1.69203
5301.0,1.34855,1.33874
5302.0,0.84612,0.83635
5303.0,2.27740,2.26768
5304.0,1.13232,1.12264
5305.0,0.74385,0.73421
5306.0,3.15616,3.14656
5307.0,0.17697,0.16741
5308.0,0.95978,0.95028
5309.0,-0.25829,-0.26775
5310.0,1.87749,1.86806
5311.0,0.39548,0.38610
5312.0,0.85948,0.85014
5313.0,1.09957,1.09027
5314.0,0.01212,0.00286
5315.0,0.63327,0.62405
5316.0,-0.83537,-0.84455
5317.0,0.29563,0.28649
5318.0,0.32736,0.31827
5319.0,1.35420,1.34514
5320.0,-0.14568,-0.15470
5321.0,-0.34534,-0.35432
5322.0,-0.00265,-0.01159
5323.0,2.33071,2.32181
5324.0,1.10349,1.09463
5325.0,-0.16769,-0.17651
5326.0,0.34666,0.33787
5327.0,-1.66021,-1.66896
5328.0,-0.46367,-0.47238
5329.0,0.49093,0.48226
5330.0,-0.10606,-0.11470
5331.0,2.23899,2.23039
5332.0,0.17751,0.16895
5333.0,3.48885,3.48032
5334.0,0.86783,0.85934
5335.0,-0.64690,-0.65536
5336.0,-0.02755,-0.03597
5337.0,-2.79925,-2.80763
5338.0,-0.01682,-0.02517
5339.0,1.99401,1.98569
5340.0,0.96783,0.95955
5341.0,0.09873,0.09049
5342.0,-0.69016,-0.69837
5343.0,0.89573,0.88755
5344.0,1.80599,1.79784
5345.0,-0.47180,-0.47991
5346.0,-0.43338,-0.44145
5347.0,-1.27264,-1.28068
5348.0,0.16024,0.15223
5349.0,-0.83463,-0.84260
5350.0,-1.66956,-1.67750
5351.0,-2.37371,-2.38162
5352.0,2.00185,1.99397
5353.0,1.59013,1.58229
5354.0,2.41105,2.40324
5355.0,-2.29818,-2.30596
5356.0,2.25455,2.24680
5357.0,1.82496,1.81724
5358.0,-0.84425,-0.85194
5359.0,-1.31557,-1.32323
5360.0,-0.01777,-0.02540
5361.0,-1.58643,-1.59403
5362.0,0.42741,0.41985
5363.0,-1.40812,-1.41566
5364.0,-1.74036,-1.74787
5365.0,-0.25541,-0.26289
5366.0,1.29108,1.28363
5367.0,0.63505,0.62763
5368.0,0.00375,-0.00364
5369.0,1.57464,1.56728
5370.0,-0.77069,-0.77802
5371.0,-1.26592,-1.27322
5372.0,0.65052,0.64325
5373.0,0.33459,0.32734
5374.0,0.75524,0.74803
5375.0,-2.75537,-2.76255
5376.0,-0.09728,-0.10444
5377.0,2.01067,2.00354
5378.0,1.97859,1.97149
5379.0,1.36588,1.35881
5380.0,3.35440,3.34735
5381.0,0.39278,0.38576
5382.0,-2.32187,-2.32886
5383.0,0.36708,0.36011
5384.0,1.40576,1.39882
5385.0,0.96255,0.95563
5386.0,-3.13066,-3.13755
5387.0,1.01498,1.00812
5388.0,-3.76101,-3.76785
5389.0,1.05156,1.04475
5390.0,1.31349,1.30670
5391.0,1.79267,1.78591
5392.0,0.79874,0.79200
5393.0,-2.10582,-2.11252
5394.0,-2.30978,-2.31646
5395.0,0.37609,0.36943
5396.0,-0.15190,-0.15854
5397.0,1.06373,1.05712
5398.0,-1.64764,-1.65422
5399.0,1.34223,1.33567
5400.0,0.84246,0.83592
5401.0,0.42467,0.41816
5402.0,-2.65685,-2.66334
5403.0,-0.53526,-0.54172
5404.0,-0.76237,-0.76881
5405.0,-3.63036,-3.63678
5406.0,1.33388,1.32748
5407.0,-0.73739,-0.74376
5408.0,2.24325,2.23690
5409.0,0.57791,0.57159
5410.0,0.65790,0.65160
5411.0,2.55636,2.55008
5412.0,-0.77597,-0.78222
5413.0,-0.42976,-0.43599
5414.0,-2.02380,-2.03001
5415.0,0.59439,0.58821
5416.0,-2.70154,-2.70770
5417.0,-0.40912,-0.41526
5418.0,-0.49053,-0.49665
5419.0,-0.88350,-0.88960
5420.0,0.99353,0.98746
5421.0,-0.68192,-0.68797
5422.0,2.83212,2.82609
5423.0,2.49302,2.48701
5424.0,3.32363,3.31764
5425.0,-1.07339,-1.07936
5426.0,1.45680,1.45085
5427.0,2.32532,2.31939
5428.0,0.32884,0.32293
5429.0,-2.06677,-2.07266
5430.0,-0.32486,-0.33073
5431.0,0.41118,0.40534
5432.0,1.70743,1.70161
5433.0,-5.29719,-5.30299
5434.0,-2.32464,-2.33042
5435.0,-0.12013,-0.12589
5436.0,0.08297,0.07722
5437.0,1.71831,1.71259
5438.0,1.30160,1.29590
5439.0,0.14160,0.13591
5440.0,1.24077,1.23510
5441.0,-1.17334,-1.17898
5442.0,0.37244,0.36681
5443.0,2.69390,2.68830
5444.0,-0.41731,-0.42290
5445.0,2.60788,2.60231
5446.0,-0.00691,-0.01245
5447.0,1.05789,1.05236
5448.0,2.06647,2.06097
5449.0,-0.31735,-0.32284
5450.0,-0.12915,-0.13462
5451.0,-1.76420,-1.76966
5452.0,1.76406,1.75862
5453.0,-0.96293,-0.96834
5454.0,-3.65880,-3.66419
5455.0,-2.61412,-2.61950
5456.0,0.82842,0.82306
5457.0,-3.57135,-3.57670
5458.0,-0.00247,-0.00780
5459.0,-3.30593,-3.31123
5460.0,0.77119,0.76590
5461.0,-0.00974,-0.01501
5462.0,-0.36340,-0.36866
5463.0,-2.57860,-2.58384
5464.0,1.68349,1.67827
5465.0,1.58597,1.58077
5466.0,2.33051,2.32532
5467.0,0.11069,0.10553
5468.0,-1.51245,-1.51761
5469.0,1.91391,1.90878
5470.0,-2.35767,-2.36278
5471.0,-0.03673,-0.04183
5472.0,0.61806,0.61297
5473.0,0.52628,0.52121
5474.0,1.42460,1.41955
5475.0,1.93040,1.92536
5476.0,1.98139,1.97637
5477.0,1.03825,1.03325
5478.0,0.94457,0.93958
5479.0,0.26216,0.25719
5480.0,0.44702,0.44207
5481.0,1.33518,1.33024
5482.0,-0.86823,-0.87316
5483.0,-2.72416,-2.72907
5484.0,1.21326,1.20837
5485.0,2.13777,2.13290
5486.0,2.34088,2.33602
5487.0,-3.25695,-3.26180
5488.0,1.38974,1.38491
5489.0,0.35294,0.34813
5490.0,-1.60804,-1.61284
5491.0,3.49799,3.49320
5492.0,0.97826,0.97349
5493.0,2.46068,2.45592
5494.0,-0.62970,-0.63444
5495.0,1.41628,1.41156
5496.0,2.38646,2.38175
5497.0,-1.62494,-1.62963
5498.0,-1.27986,-1.28453
5499.0,-4.21100,-4.21567
5500.0,-1.50729,-1.51194
